region	tags	indicator	Программы подготовки квалифицированных рабочих, служащих на базе основного общего образования > В том числе обучаются > за счет бюджетных ассигнований > бюджета субъекта Российской Федерации > 15.0	Программы подготовки квалифицированных рабочих, служащих на базе основного общего образования > В том числе обучаются > за счет бюджетных ассигнований > местного бюджета > 16.0	Программы подготовки квалифицированных рабочих, служащих на базе основного общего образования > В том числе обучаются > за счет бюджетных ассигнований > федерального бюджета > 14.0	Программы подготовки квалифицированных рабочих, служащих на базе основного общего образования > В том числе обучаются > по договорам об оказании платных образова-тельных услуг > 17.0	Программы подготовки квалифицированных рабочих, служащих на базе основного общего образования > Всего (сумма гр. 14–17) > 13.0	Программы подготовки квалифицированных рабочих, служащих на базе среднего общего образования > В том числе обучаются > за счет бюджетных ассигнований > бюджета субъекта Российской Федерации > 20.0	Программы подготовки квалифицированных рабочих, служащих на базе среднего общего образования > В том числе обучаются > за счет бюджетных ассигнований > местного бюджета > 21.0	Программы подготовки квалифицированных рабочих, служащих на базе среднего общего образования > В том числе обучаются > за счет бюджетных ассигнований > федерального бюджета > 19.0	Программы подготовки квалифицированных рабочих, служащих на базе среднего общего образования > В том числе обучаются > по договорам об оказании платных образова-тельных услуг > 22.0	Программы подготовки квалифицированных рабочих, служащих на базе среднего общего образования > Всего (сумма гр. 19–22) > 18.0	Программы подготовки специалистов среднего звена на базе основного общего образования > В том числе обучаются > за счет бюджетных ассигнований > бюджета субъекта Российской Федерации > 5.0	Программы подготовки специалистов среднего звена на базе основного общего образования > В том числе обучаются > за счет бюджетных ассигнований > местного бюджета > 6.0	Программы подготовки специалистов среднего звена на базе основного общего образования > В том числе обучаются > за счет бюджетных ассигнований > федерального бюджета > 4.0	Программы подготовки специалистов среднего звена на базе основного общего образования > В том числе обучаются > по договорам об оказании платных образова-тельных услуг > 7.0	Программы подготовки специалистов среднего звена на базе основного общего образования > Всего (сумма гр. 4–7) > 3.0	Программы подготовки специалистов среднего звена на базе среднего общего образования > В том числе обучаются > за счет бюджетных ассигнований > бюджета субъекта Российской Федерации > 10.0	Программы подготовки специалистов среднего звена на базе среднего общего образования > В том числе обучаются > за счет бюджетных ассигнований > местного бюджета > 11.0	Программы подготовки специалистов среднего звена на базе среднего общего образования > В том числе обучаются > за счет бюджетных ассигнований > федерального бюджета > 9.0	Программы подготовки специалистов среднего звена на базе среднего общего образования > В том числе обучаются > по договорам об оказании платных образовате-льных услуг > 12.0	Программы подготовки специалистов среднего звена на базе среднего общего образования > Всего (сумма гр. 9–12) > 8.0
Пензенская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    переведено в другие образовательные организации
    на программы того же уровня / 8.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Пензенская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    переведено из других образовательных организаций 
    с программ того же уровня / 3.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Пензенская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    по болезни / 9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Пензенская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    прибыло по другим причинам / 5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Пензенская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Выбыло студентов - всего (сумма стр. 07-11, 13-15) / 6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	2
Пензенская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Прибыло студентов - всего (сумма стр. 02-05) / 1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2
Пензенская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"Численность студентов на начало прошлого учебного года
(на 1 октября) / 17.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	22	0	0	1	23
Пензенская область	Частные; Заочная	            из стр. 11 - не прошли итоговую аттестацию / 12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4
Пензенская область	Частные; Заочная	"            из стр. 11 – лица с ограниченными возможностями здоровья,
            инвалиды, дети-инвалиды / 13.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Пензенская область	Частные; Заочная	         отчислено в виде меры дисциплинарного взыскания / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Пензенская область	Частные; Заочная	         отчислено из-за просрочки оплаты обучения / 15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20
Пензенская область	Частные; Заочная	"    в том числе:
    переведено на другие формы обучения данной
    организации на программы того же уровня / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Пензенская область	Частные; Заочная	"    в том числе:
    переведено с других форм обучения данной
    образовательной организации с программ того же уровня / 2.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Пензенская область	Частные; Заочная	    восстановлены из числа ранее отчисленных / 4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10
Пензенская область	Частные; Заочная	    выбыло по другим причинам / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5
Пензенская область	Частные; Заочная	"    добровольно прекратили образовательные отношения
    (бросили учебу) / 10.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8
Пензенская область	Частные; Заочная	"    отчислено:
         по неуспеваемости / 11.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	31
Пензенская область	Частные; Заочная	"    переведено в другие образовательные организации
    на программы того же уровня / 8.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	25
Пензенская область	Частные; Заочная	"    переведено из других образовательных организаций 
    с программ того же уровня / 3.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
Пензенская область	Частные; Заочная	    по болезни / 9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Пензенская область	Частные; Заочная	    прибыло по другим причинам / 5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Пензенская область	Частные; Заочная	Выбыло студентов - всего (сумма стр. 07-11, 13-15) / 6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	90
Пензенская область	Частные; Заочная	Прибыло студентов - всего (сумма стр. 02-05) / 1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12
Пензенская область	Частные; Заочная	"Численность студентов на начало прошлого учебного года
(на 1 октября) / 17.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	831	831
Пензенская область	Частные; Очная	            из стр. 11 - не прошли итоговую аттестацию / 12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Пензенская область	Частные; Очная	"            из стр. 11 – лица с ограниченными возможностями здоровья,
            инвалиды, дети-инвалиды / 13.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Пензенская область	Частные; Очная	         отчислено в виде меры дисциплинарного взыскания / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	1	1
Пензенская область	Частные; Очная	         отчислено из-за просрочки оплаты обучения / 15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
